2026-08-30T23:28:41+00:00 BASELINE_OOS {'net': 47340.0, 'pf': 1.3077, 'dd': 1.8676, 'trades': 329}
2026-08-30T23:28:41+00:00 BASELINE_IS {'net': 417882.0, 'pf': 2.2542, 'dd': 3.7942, 'trades': 301}
2026-08-30T23:28:41+00:00 DRIVER_START proposals=4 already_done=0 terminals=2
2026-09-01T21:42:50+00:00 GATE_SKIP id=PP0332 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:42:50+00:00 RUN_START id=PP0334 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T21:44:34+00:00 RUN_END id=PP0333 window=IS decision=IS_REJECT elapsed=128.578s
2026-09-01T21:44:34+00:00 GATE_SKIP id=PP0333 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:44:34+00:00 RUN_START id=PP0335 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T21:44:54+00:00 RUN_END id=PP0334 window=IS decision=IS_REJECT elapsed=123.727s
2026-09-01T21:44:54+00:00 GATE_SKIP id=PP0334 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:44:54+00:00 RUN_START id=PP0336 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T21:46:48+00:00 RUN_END id=PP0335 window=IS decision=IS_REJECT elapsed=133.626s
2026-09-01T21:46:48+00:00 GATE_SKIP id=PP0335 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:46:48+00:00 RUN_START id=PP0337 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T21:47:08+00:00 RUN_END id=PP0336 window=IS decision=IS_REJECT elapsed=133.732s
2026-09-01T21:47:08+00:00 GATE_SKIP id=PP0336 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:47:08+00:00 RUN_START id=PP0338 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T21:48:57+00:00 RUN_END id=PP0337 window=IS decision=IS_REJECT elapsed=128.665s
2026-09-01T21:48:57+00:00 GATE_SKIP id=PP0337 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:48:57+00:00 RUN_START id=PP0339 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T21:49:23+00:00 RUN_END id=PP0338 window=IS decision=IS_NOISE_BAND elapsed=133.717s
2026-09-01T21:49:23+00:00 GATE_SKIP id=PP0338 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-09-01T21:49:23+00:00 RUN_START id=PP0340 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T21:51:11+00:00 RUN_END id=PP0339 window=IS decision=IS_REJECT elapsed=133.588s
2026-09-01T21:51:11+00:00 GATE_SKIP id=PP0339 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:51:11+00:00 RUN_START id=PP0341 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T21:51:27+00:00 RUN_END id=PP0340 window=IS decision=IS_REJECT elapsed=123.705s
2026-09-01T21:51:27+00:00 GATE_SKIP id=PP0340 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:51:27+00:00 RUN_START id=PP0342 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T21:53:19+00:00 RUN_END id=PP0341 window=IS decision=IS_REJECT elapsed=128.629s
2026-09-01T21:53:19+00:00 GATE_SKIP id=PP0341 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:53:19+00:00 RUN_START id=PP0343 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T21:53:40+00:00 RUN_END id=PP0342 window=IS decision=IS_REJECT elapsed=133.707s
2026-09-01T21:53:40+00:00 GATE_SKIP id=PP0342 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:53:40+00:00 RUN_START id=PP0344 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T21:55:33+00:00 RUN_END id=PP0343 window=IS decision=IS_REJECT elapsed=133.607s
2026-09-01T21:55:33+00:00 GATE_SKIP id=PP0343 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:55:33+00:00 RUN_START id=PP0345 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T21:55:55+00:00 RUN_END id=PP0344 window=IS decision=IS_REJECT elapsed=133.723s
2026-09-01T21:55:55+00:00 GATE_SKIP id=PP0344 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:55:55+00:00 RUN_START id=PP0346 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T21:57:47+00:00 RUN_END id=PP0345 window=IS decision=IS_REJECT elapsed=133.608s
2026-09-01T21:57:47+00:00 GATE_SKIP id=PP0345 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:57:47+00:00 RUN_START id=PP0347 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T21:58:09+00:00 RUN_END id=PP0346 window=IS decision=IS_REJECT elapsed=133.741s
2026-09-01T21:58:09+00:00 GATE_SKIP id=PP0346 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T21:58:09+00:00 RUN_START id=PP0348 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:00:06+00:00 RUN_END id=PP0347 window=IS decision=IS_REJECT elapsed=138.688s
2026-09-01T22:00:06+00:00 GATE_SKIP id=PP0347 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:00:06+00:00 RUN_START id=PP0349 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:00:33+00:00 RUN_END id=PP0348 window=IS decision=IS_REJECT elapsed=143.751s
2026-09-01T22:00:33+00:00 GATE_SKIP id=PP0348 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:00:33+00:00 RUN_START id=PP0350 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:02:25+00:00 RUN_END id=PP0349 window=IS decision=IS_REJECT elapsed=138.593s
2026-09-01T22:02:25+00:00 GATE_SKIP id=PP0349 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:02:25+00:00 RUN_START id=PP0351 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:02:47+00:00 RUN_END id=PP0350 window=IS decision=IS_REJECT elapsed=133.733s
2026-09-01T22:02:47+00:00 GATE_SKIP id=PP0350 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:02:47+00:00 RUN_START id=PP0352 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:04:39+00:00 RUN_END id=PP0351 window=IS decision=IS_REJECT elapsed=133.546s
2026-09-01T22:04:39+00:00 GATE_SKIP id=PP0351 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:04:39+00:00 RUN_START id=PP0353 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:05:06+00:00 RUN_END id=PP0352 window=IS decision=IS_REJECT elapsed=138.723s
2026-09-01T22:05:06+00:00 GATE_SKIP id=PP0352 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:05:06+00:00 RUN_START id=PP0354 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:06:53+00:00 RUN_END id=PP0353 window=IS decision=IS_REJECT elapsed=133.619s
2026-09-01T22:06:53+00:00 GATE_SKIP id=PP0353 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:06:53+00:00 RUN_START id=PP0355 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:07:25+00:00 RUN_END id=PP0354 window=IS decision=IS_REJECT elapsed=138.887s
2026-09-01T22:07:25+00:00 GATE_SKIP id=PP0354 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:07:25+00:00 RUN_START id=PP0356 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:09:17+00:00 RUN_END id=PP0355 window=IS decision=IS_REJECT elapsed=143.548s
2026-09-01T22:09:17+00:00 GATE_SKIP id=PP0355 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:09:17+00:00 RUN_START id=PP0357 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:09:49+00:00 RUN_END id=PP0356 window=IS decision=IS_REJECT elapsed=143.777s
2026-09-01T22:09:49+00:00 GATE_SKIP id=PP0356 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:09:49+00:00 RUN_START id=PP0358 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:11:41+00:00 RUN_END id=PP0357 window=IS decision=IS_REJECT elapsed=143.596s
2026-09-01T22:11:41+00:00 GATE_SKIP id=PP0357 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:11:41+00:00 RUN_START id=PP0359 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:12:13+00:00 RUN_END id=PP0358 window=IS decision=IS_NOISE_BAND elapsed=143.742s
2026-09-01T22:12:13+00:00 GATE_SKIP id=PP0358 window=OOS reason=IS_NOT_SURVIVOR decision=IS_NOISE_BAND
2026-09-01T22:12:13+00:00 RUN_START id=PP0360 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:13:59+00:00 RUN_END id=PP0359 window=IS decision=IS_REJECT elapsed=138.542s
2026-09-01T22:13:59+00:00 GATE_SKIP id=PP0359 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:13:59+00:00 RUN_START id=PP0361 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:14:32+00:00 RUN_END id=PP0360 window=IS decision=IS_REJECT elapsed=138.766s
2026-09-01T22:14:32+00:00 GATE_SKIP id=PP0360 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:14:32+00:00 RUN_START id=PP0362 window=IS terminal=PROD family=F10_vol_conditioned_be
2026-09-01T22:16:23+00:00 RUN_END id=PP0361 window=IS decision=IS_REJECT elapsed=143.601s
2026-09-01T22:16:23+00:00 GATE_SKIP id=PP0361 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:16:23+00:00 RUN_START id=PP0363 window=IS terminal=BT1 family=F10_vol_conditioned_be
2026-09-01T22:16:56+00:00 RUN_END id=PP0362 window=IS decision=IS_REJECT elapsed=143.829s
2026-09-01T22:16:56+00:00 GATE_SKIP id=PP0362 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:16:56+00:00 RUN_START id=PP0364 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:18:52+00:00 RUN_END id=PP0363 window=IS decision=IS_REJECT elapsed=148.623s
2026-09-01T22:18:52+00:00 GATE_SKIP id=PP0363 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:18:52+00:00 RUN_START id=PP0365 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:19:00+00:00 RUN_END id=PP0364 window=IS decision=IS_REJECT elapsed=123.747s
2026-09-01T22:19:00+00:00 GATE_SKIP id=PP0364 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:19:00+00:00 RUN_START id=PP0366 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:20:56+00:00 RUN_END id=PP0365 window=IS decision=IS_REJECT elapsed=123.625s
2026-09-01T22:20:56+00:00 GATE_SKIP id=PP0365 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:20:56+00:00 RUN_START id=PP0367 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:21:04+00:00 RUN_END id=PP0366 window=IS decision=IS_REJECT elapsed=123.706s
2026-09-01T22:21:04+00:00 GATE_SKIP id=PP0366 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:21:04+00:00 RUN_START id=PP0368 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:23:00+00:00 RUN_END id=PP0367 window=IS decision=IS_REJECT elapsed=123.659s
2026-09-01T22:23:00+00:00 GATE_SKIP id=PP0367 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:23:00+00:00 RUN_START id=PP0369 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:23:03+00:00 RUN_END id=PP0368 window=IS decision=IS_REJECT elapsed=118.701s
2026-09-01T22:23:03+00:00 GATE_SKIP id=PP0368 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:23:03+00:00 RUN_START id=PP0370 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:25:07+00:00 RUN_END id=PP0370 window=IS decision=IS_REJECT elapsed=123.735s
2026-09-01T22:25:07+00:00 GATE_SKIP id=PP0370 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:25:07+00:00 RUN_START id=PP0371 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:25:09+00:00 RUN_END id=PP0369 window=IS decision=IS_REJECT elapsed=128.588s
2026-09-01T22:25:09+00:00 GATE_SKIP id=PP0369 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:25:09+00:00 RUN_START id=PP0372 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:27:16+00:00 RUN_END id=PP0371 window=IS decision=IS_REJECT elapsed=128.687s
2026-09-01T22:27:16+00:00 GATE_SKIP id=PP0371 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:27:16+00:00 RUN_START id=PP0373 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:27:18+00:00 RUN_END id=PP0372 window=IS decision=IS_REJECT elapsed=128.59s
2026-09-01T22:27:18+00:00 GATE_SKIP id=PP0372 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:27:18+00:00 RUN_START id=PP0374 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:29:25+00:00 RUN_END id=PP0373 window=IS decision=IS_REJECT elapsed=128.767s
2026-09-01T22:29:25+00:00 GATE_SKIP id=PP0373 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:29:25+00:00 RUN_START id=PP0375 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:29:32+00:00 RUN_END id=PP0374 window=IS decision=IS_REJECT elapsed=133.68s
2026-09-01T22:29:32+00:00 GATE_SKIP id=PP0374 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:29:32+00:00 RUN_START id=PP0376 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:31:44+00:00 RUN_END id=PP0375 window=IS decision=IS_REJECT elapsed=138.819s
2026-09-01T22:31:44+00:00 GATE_SKIP id=PP0375 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:31:44+00:00 RUN_START id=PP0377 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:31:51+00:00 RUN_END id=PP0376 window=IS decision=IS_REJECT elapsed=138.614s
2026-09-01T22:31:51+00:00 GATE_SKIP id=PP0376 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:31:51+00:00 RUN_START id=PP0378 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:34:14+00:00 RUN_END id=PP0377 window=IS decision=IS_REJECT elapsed=149.139s
2026-09-01T22:34:14+00:00 GATE_SKIP id=PP0377 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:34:14+00:00 RUN_START id=PP0379 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:34:20+00:00 RUN_END id=PP0378 window=IS decision=IS_REJECT elapsed=148.817s
2026-09-01T22:34:20+00:00 GATE_SKIP id=PP0378 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:34:20+00:00 RUN_START id=PP0380 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:36:43+00:00 RUN_END id=PP0379 window=IS decision=IS_REJECT elapsed=148.851s
2026-09-01T22:36:43+00:00 GATE_SKIP id=PP0379 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:36:43+00:00 RUN_START id=PP0381 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:36:49+00:00 RUN_END id=PP0380 window=IS decision=IS_REJECT elapsed=148.707s
2026-09-01T22:36:49+00:00 GATE_SKIP id=PP0380 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:36:49+00:00 RUN_START id=PP0382 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:39:07+00:00 RUN_END id=PP0381 window=IS decision=IS_REJECT elapsed=143.984s
2026-09-01T22:39:07+00:00 GATE_SKIP id=PP0381 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:39:07+00:00 RUN_START id=PP0383 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:39:13+00:00 RUN_END id=PP0382 window=IS decision=IS_REJECT elapsed=143.726s
2026-09-01T22:39:13+00:00 GATE_SKIP id=PP0382 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:39:13+00:00 RUN_START id=PP0384 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:41:36+00:00 RUN_END id=PP0383 window=IS decision=IS_REJECT elapsed=148.878s
2026-09-01T22:41:36+00:00 GATE_SKIP id=PP0383 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:41:36+00:00 RUN_START id=PP0385 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:41:42+00:00 RUN_END id=PP0384 window=IS decision=IS_REJECT elapsed=148.686s
2026-09-01T22:41:42+00:00 GATE_SKIP id=PP0384 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:41:42+00:00 RUN_START id=PP0386 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:44:11+00:00 RUN_END id=PP0385 window=IS decision=IS_REJECT elapsed=153.901s
2026-09-01T22:44:11+00:00 GATE_SKIP id=PP0385 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:44:11+00:00 RUN_START id=PP0387 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:44:11+00:00 RUN_END id=PP0386 window=IS decision=IS_REJECT elapsed=148.746s
2026-09-01T22:44:11+00:00 GATE_SKIP id=PP0386 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:44:11+00:00 RUN_START id=PP0388 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:46:45+00:00 RUN_END id=PP0388 window=IS decision=IS_REJECT elapsed=153.868s
2026-09-01T22:46:45+00:00 GATE_SKIP id=PP0388 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:46:45+00:00 RUN_START id=PP0389 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:46:45+00:00 RUN_END id=PP0387 window=IS decision=IS_REJECT elapsed=154.163s
2026-09-01T22:46:45+00:00 GATE_SKIP id=PP0387 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:46:45+00:00 RUN_START id=PP0390 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:49:20+00:00 RUN_END id=PP0390 window=IS decision=IS_REJECT elapsed=154.123s
2026-09-01T22:49:20+00:00 GATE_SKIP id=PP0390 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:49:20+00:00 RUN_START id=PP0391 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:49:24+00:00 RUN_END id=PP0389 window=IS decision=IS_REJECT elapsed=159.004s
2026-09-01T22:49:24+00:00 GATE_SKIP id=PP0389 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:49:24+00:00 RUN_START id=PP0392 window=IS terminal=BT1 family=F11_hour_conditioned_be
2026-09-01T22:51:54+00:00 RUN_END id=PP0391 window=IS decision=IS_REJECT elapsed=154.078s
2026-09-01T22:51:54+00:00 GATE_SKIP id=PP0391 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:51:54+00:00 RUN_START id=PP0393 window=IS terminal=PROD family=F11_hour_conditioned_be
2026-09-01T22:51:59+00:00 RUN_END id=PP0392 window=IS decision=IS_REJECT elapsed=153.742s
2026-09-01T22:51:59+00:00 GATE_SKIP id=PP0392 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:51:59+00:00 RUN_START id=PP0394 window=IS terminal=BT1 family=F12_early_only_be
2026-09-01T22:54:18+00:00 RUN_END id=PP0394 window=IS decision=IS_REJECT elapsed=138.734s
2026-09-01T22:54:18+00:00 GATE_SKIP id=PP0394 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:54:18+00:00 RUN_START id=PP0395 window=IS terminal=BT1 family=F12_early_only_be
2026-09-01T22:54:24+00:00 RUN_END id=PP0393 window=IS decision=IS_REJECT elapsed=149.086s
2026-09-01T22:54:24+00:00 GATE_SKIP id=PP0393 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:54:24+00:00 RUN_START id=PP0396 window=IS terminal=PROD family=F12_early_only_be
2026-09-01T22:56:27+00:00 RUN_END id=PP0395 window=IS decision=IS_REJECT elapsed=128.691s
2026-09-01T22:56:27+00:00 GATE_SKIP id=PP0395 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:56:27+00:00 RUN_START id=PP0397 window=IS terminal=BT1 family=F12_early_only_be
2026-09-01T22:56:33+00:00 RUN_END id=PP0396 window=IS decision=IS_REJECT elapsed=128.686s
2026-09-01T22:56:33+00:00 GATE_SKIP id=PP0396 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:56:33+00:00 RUN_START id=PP0398 window=IS terminal=PROD family=F12_early_only_be
2026-09-01T22:58:36+00:00 RUN_END id=PP0397 window=IS decision=IS_REJECT elapsed=128.726s
2026-09-01T22:58:36+00:00 GATE_SKIP id=PP0397 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:58:36+00:00 RUN_START id=PP0399 window=IS terminal=BT1 family=F12_early_only_be
2026-09-01T22:58:37+00:00 RUN_END id=PP0398 window=IS decision=IS_REJECT elapsed=123.713s
2026-09-01T22:58:37+00:00 GATE_SKIP id=PP0398 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T22:58:37+00:00 RUN_START id=PP0400 window=IS terminal=PROD family=F12_early_only_be
2026-09-01T23:00:40+00:00 RUN_END id=PP0399 window=IS decision=IS_REJECT elapsed=123.655s
2026-09-01T23:00:40+00:00 GATE_SKIP id=PP0399 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:00:40+00:00 RUN_START id=PP0401 window=IS terminal=BT1 family=F12_early_only_be
2026-09-01T23:00:46+00:00 RUN_END id=PP0400 window=IS decision=IS_REJECT elapsed=128.7s
2026-09-01T23:00:46+00:00 GATE_SKIP id=PP0400 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:00:46+00:00 RUN_START id=PP0402 window=IS terminal=PROD family=F12_early_only_be
2026-09-01T23:02:58+00:00 RUN_END id=PP0401 window=IS decision=IS_REJECT elapsed=138.622s
2026-09-01T23:02:58+00:00 GATE_SKIP id=PP0401 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:02:58+00:00 RUN_START id=PP0403 window=IS terminal=BT1 family=F12_early_only_be
2026-09-01T23:03:05+00:00 RUN_END id=PP0402 window=IS decision=IS_REJECT elapsed=138.756s
2026-09-01T23:03:05+00:00 GATE_SKIP id=PP0402 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:03:05+00:00 RUN_START id=PP0404 window=IS terminal=PROD family=F12_early_only_be
2026-09-01T23:05:17+00:00 RUN_END id=PP0403 window=IS decision=IS_REJECT elapsed=138.543s
2026-09-01T23:05:17+00:00 GATE_SKIP id=PP0403 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:05:17+00:00 RUN_START id=PP0405 window=IS terminal=BT1 family=F12_early_only_be
2026-09-01T23:05:24+00:00 RUN_END id=PP0404 window=IS decision=IS_REJECT elapsed=138.712s
2026-09-01T23:05:24+00:00 GATE_SKIP id=PP0404 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:05:24+00:00 RUN_START id=PP0406 window=IS terminal=PROD family=F13_partial
2026-09-01T23:07:36+00:00 RUN_END id=PP0405 window=IS decision=IS_REJECT elapsed=138.728s
2026-09-01T23:07:36+00:00 GATE_SKIP id=PP0405 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:07:36+00:00 RUN_START id=PP0407 window=IS terminal=BT1 family=F13_partial
2026-09-01T23:07:48+00:00 RUN_END id=PP0406 window=IS decision=IS_REJECT elapsed=143.694s
2026-09-01T23:07:48+00:00 GATE_SKIP id=PP0406 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:07:48+00:00 RUN_START id=PP0408 window=IS terminal=PROD family=F13_partial
2026-09-01T23:09:50+00:00 RUN_END id=PP0407 window=IS decision=IS_REJECT elapsed=133.594s
2026-09-01T23:09:50+00:00 GATE_SKIP id=PP0407 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:09:50+00:00 RUN_START id=PP0409 window=IS terminal=BT1 family=F13_partial
2026-09-01T23:10:02+00:00 RUN_END id=PP0408 window=IS decision=IS_REJECT elapsed=133.711s
2026-09-01T23:10:02+00:00 GATE_SKIP id=PP0408 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:10:02+00:00 RUN_START id=PP0410 window=IS terminal=PROD family=F13_partial
2026-09-01T23:12:04+00:00 RUN_END id=PP0409 window=IS decision=IS_REJECT elapsed=133.63s
2026-09-01T23:12:04+00:00 GATE_SKIP id=PP0409 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:12:04+00:00 RUN_START id=PP0411 window=IS terminal=BT1 family=F13_partial
2026-09-01T23:12:21+00:00 RUN_END id=PP0410 window=IS decision=IS_REJECT elapsed=138.702s
2026-09-01T23:12:21+00:00 GATE_SKIP id=PP0410 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:12:21+00:00 RUN_START id=PP0412 window=IS terminal=PROD family=F13_partial
2026-09-01T23:14:18+00:00 RUN_END id=PP0411 window=IS decision=IS_REJECT elapsed=133.563s
2026-09-01T23:14:18+00:00 GATE_SKIP id=PP0411 window=OOS reason=IS_NOT_SURVIVOR decision=IS_REJECT
2026-09-01T23:14:18+00:00 RUN_START id=PP0413 window=IS terminal=BT1 family=F13_partial
2026-09-01T23:14:35+00:00 RUN_END id=PP0412 window=IS decision=IS_REJECT elapsed=133.689s
