id,sleeve,ea,symbol,base,parameter,value,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,survives,strict,tradeoff,status,note
SCA_USDJPY__RR_Ratio__2p5,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RR_Ratio,2.5,{'RR_Ratio': 2.5},every_tick,14768.0,1.1225,10.3995,453,-4551.0,0.9369,9.9677,407,False,False,False,OK,
SCA_USDJPY__RR_Ratio__3p0,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,RR_Ratio,3.0,{'RR_Ratio': 3.0},every_tick,16325.0,1.1354,10.1332,453,-4283.0,0.9406,9.7134,407,False,False,False,OK,
SCA_USDJPY__D1Trend_MA__100,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,D1Trend_MA,100,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",every_tick,3913.0,1.0617,8.3643,247,-6167.0,0.8581,9.5284,225,False,False,False,OK,includes enabling the target-specific D1 filter
SCA_USDJPY__D1Trend_MA__150,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,D1Trend_MA,150,"{'UseD1TrendFilter': True, 'D1Trend_MA': 150}",every_tick,597.0,1.0097,12.3602,246,-4269.0,0.8946,8.4348,214,False,False,False,OK,includes enabling the target-specific D1 filter
SCA_USDJPY__D1Trend_MA__250,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,D1Trend_MA,250,"{'UseD1TrendFilter': True, 'D1Trend_MA': 250}",every_tick,3106.0,1.0507,11.018,253,-9138.0,0.7763,11.484,206,False,False,False,OK,includes enabling the target-specific D1 filter
SCA_USDJPY__D1Trend_MA__300,SCA_USDJPY,SCA_EA,USDJPY,configs/sca_usdjpy_m15.yaml,D1Trend_MA,300,"{'UseD1TrendFilter': True, 'D1Trend_MA': 300}",every_tick,2774.0,1.0468,9.3194,252,-7623.0,0.8059,10.0816,203,False,False,False,OK,includes enabling the target-specific D1 filter
SCA_GBPJPY__RangeStartHour__1,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RangeStartHour,1,{'RangeStartHour': 1},every_tick,43462.0,1.0985,42.3258,652,89184.0,1.2718,25.8036,607,True,False,False,OK,
SCA_GBPJPY__RangeStartHour__2,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RangeStartHour,2,{'RangeStartHour': 2},every_tick,15652.0,1.0358,30.4402,629,38916.0,1.1138,30.1028,571,True,False,False,OK,
SCA_GBPJPY__RangeStartHour__3,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RangeStartHour,3,{'RangeStartHour': 3},every_tick,67971.0,1.1698,20.2304,573,-14332.0,0.9545,54.7338,511,False,False,False,OK,
SCA_GBPJPY__RangeEndHour__7,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RangeEndHour,7,{'RangeEndHour': 7},every_tick,19192.0,1.035,39.4733,759,47860.0,1.1141,34.5479,682,True,False,False,OK,
SCA_GBPJPY__RangeEndHour__8,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RangeEndHour,8,{'RangeEndHour': 8},every_tick,37271.0,1.0734,33.1035,735,5348.0,1.013,45.3707,692,True,False,False,OK,
SCA_GBPJPY__RangeEndHour__10,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RangeEndHour,10,{'RangeEndHour': 10},every_tick,87562.0,1.3071,15.3172,562,41924.0,1.1367,17.9567,587,True,False,True,OK,
SCA_GBPJPY__RangeEndHour__11,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RangeEndHour,11,{'RangeEndHour': 11},every_tick,70846.0,1.6656,7.1519,301,4520.0,1.0343,30.8775,312,True,False,False,OK,
SCA_GBPJPY__TradeEndHour__10,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,TradeEndHour,10,{'TradeEndHour': 10},every_tick,-7646.0,0.9502,29.4048,294,-21367.0,0.8299,29.7249,285,False,False,False,OK,
SCA_GBPJPY__TradeEndHour__12,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,TradeEndHour,12,{'TradeEndHour': 12},every_tick,73773.0,1.1751,30.0282,684,60423.0,1.1666,22.9548,658,True,False,False,OK,
SCA_GBPJPY__TradeEndHour__14,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,TradeEndHour,14,{'TradeEndHour': 14},every_tick,124365.0,1.2351,19.9049,818,30587.0,1.0617,29.0752,805,True,False,False,OK,
SCA_GBPJPY__TradeEndHour__16,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,TradeEndHour,16,{'TradeEndHour': 16},every_tick,88122.0,1.1394,33.6356,925,26690.0,1.0441,25.1038,929,True,False,False,OK,
SCA_GBPJPY__TradeEndHour__18,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,TradeEndHour,18,{'TradeEndHour': 18},every_tick,26511.0,1.0357,48.3561,1020,-3391.0,0.9951,35.7899,1027,False,False,False,OK,
SCA_GBPJPY__ForceCloseHour__18,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,ForceCloseHour,18,{'ForceCloseHour': 18},every_tick,60197.0,1.1511,31.1269,684,49772.0,1.1483,24.5079,658,True,False,False,OK,
SCA_GBPJPY__ForceCloseHour__20,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,ForceCloseHour,20,{'ForceCloseHour': 20},every_tick,85289.0,1.207,25.9009,684,37246.0,1.1034,31.3454,658,True,False,False,OK,
SCA_GBPJPY__ForceCloseHour__21,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,ForceCloseHour,21,{'ForceCloseHour': 21},every_tick,78978.0,1.1914,26.7974,684,55998.0,1.1544,23.7738,658,True,False,False,OK,
SCA_GBPJPY__ForceCloseHour__23,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,ForceCloseHour,23,{'ForceCloseHour': 23},every_tick,70855.0,1.1662,28.9869,683,55934.0,1.1525,22.5437,657,True,False,False,OK,
SCA_GBPJPY__MinRange_ATRd__0p1,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MinRange_ATRd,0.1,{'MinRange_ATRd': 0.1},every_tick,18090.0,1.0295,41.4427,890,-11005.0,0.9819,46.9293,964,False,False,False,OK,
SCA_GBPJPY__MinRange_ATRd__0p2,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MinRange_ATRd,0.2,{'MinRange_ATRd': 0.2},every_tick,14148.0,1.024,41.9207,856,-17221.0,0.9703,48.386,922,False,False,False,OK,
SCA_GBPJPY__MinRange_ATRd__0p3,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MinRange_ATRd,0.3,{'MinRange_ATRd': 0.3},every_tick,73773.0,1.1751,30.0282,684,60423.0,1.1666,22.9548,658,True,False,False,OK,
SCA_GBPJPY__MinRange_ATRd__0p5,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MinRange_ATRd,0.5,{'MinRange_ATRd': 0.5},every_tick,28858.0,1.1881,22.0269,273,-19066.0,0.8214,22.6764,188,False,False,False,OK,
SCA_GBPJPY__MinRange_ATRd__0p6,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MinRange_ATRd,0.6,{'MinRange_ATRd': 0.6},every_tick,30264.0,1.4066,15.738,159,2804.0,1.0479,13.038,101,True,False,False,OK,
SCA_GBPJPY__MaxRange_ATRd__0p6,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MaxRange_ATRd,0.6,{'MaxRange_ATRd': 0.6},every_tick,43509.0,1.1254,40.6204,525,57619.0,1.1895,23.05,557,True,False,False,OK,
SCA_GBPJPY__MaxRange_ATRd__0p8,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MaxRange_ATRd,0.8,{'MaxRange_ATRd': 0.8},every_tick,61131.0,1.1542,37.1617,642,49042.0,1.1393,27.0291,635,True,False,False,OK,
SCA_GBPJPY__MaxRange_ATRd__1p2,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MaxRange_ATRd,1.2,{'MaxRange_ATRd': 1.2},every_tick,58997.0,1.1329,31.7067,703,65077.0,1.1784,20.5753,669,True,False,False,OK,
SCA_GBPJPY__MaxRange_ATRd__1p5,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,MaxRange_ATRd,1.5,{'MaxRange_ATRd': 1.5},every_tick,64305.0,1.1437,31.1244,713,64511.0,1.176,19.9976,673,True,False,False,OK,
SCA_GBPJPY__Break_Buffer_ATRd__0p01,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,Break_Buffer_ATRd,0.01,{'Break_Buffer_ATRd': 0.01},every_tick,43677.0,1.1081,34.0141,661,47693.0,1.135,26.2444,634,True,False,False,OK,
SCA_GBPJPY__Break_Buffer_ATRd__0p025,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,Break_Buffer_ATRd,0.025,{'Break_Buffer_ATRd': 0.025},every_tick,32093.0,1.084,32.0446,625,43009.0,1.1287,24.0266,587,True,False,False,OK,
SCA_GBPJPY__Break_Buffer_ATRd__0p075,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,Break_Buffer_ATRd,0.075,{'Break_Buffer_ATRd': 0.075},every_tick,18749.0,1.0604,36.9965,483,-13938.0,0.9515,43.0051,466,False,False,False,OK,
SCA_GBPJPY__Break_Buffer_ATRd__0p1,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,Break_Buffer_ATRd,0.1,{'Break_Buffer_ATRd': 0.1},every_tick,9211.0,1.0321,39.3315,432,-27939.0,0.8921,53.1495,397,False,False,False,OK,
SCA_GBPJPY__RR_Ratio__1p0,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RR_Ratio,1.0,{'RR_Ratio': 1.0},every_tick,34119.0,1.0826,32.4882,684,29320.0,1.084,16.4367,658,True,False,False,OK,
SCA_GBPJPY__RR_Ratio__1p25,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RR_Ratio,1.25,{'RR_Ratio': 1.25},every_tick,46328.0,1.1117,31.505,684,57843.0,1.1644,14.6444,658,True,False,False,OK,
SCA_GBPJPY__RR_Ratio__1p75,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RR_Ratio,1.75,{'RR_Ratio': 1.75},every_tick,56329.0,1.1337,33.4835,684,60905.0,1.168,19.5266,658,True,False,False,OK,
SCA_GBPJPY__RR_Ratio__2p5,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RR_Ratio,2.5,{'RR_Ratio': 2.5},every_tick,39776.0,1.0929,34.3712,684,66666.0,1.1839,24.1026,658,True,False,False,OK,
SCA_GBPJPY__RR_Ratio__3p0,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,RR_Ratio,3.0,{'RR_Ratio': 3.0},every_tick,40949.0,1.0957,34.4,684,72868.0,1.201,23.0806,658,True,False,False,OK,
SCA_GBPJPY__D1Trend_MA__100,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,D1Trend_MA,100,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",every_tick,46196.0,1.2562,17.1442,348,-19851.0,0.8966,30.8187,350,False,False,False,OK,includes enabling the target-specific D1 filter
SCA_GBPJPY__D1Trend_MA__150,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,D1Trend_MA,150,"{'UseD1TrendFilter': True, 'D1Trend_MA': 150}",every_tick,53314.0,1.2986,20.3365,350,-24467.0,0.8718,35.0182,339,False,False,False,OK,includes enabling the target-specific D1 filter
SCA_GBPJPY__D1Trend_MA__250,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,D1Trend_MA,250,"{'UseD1TrendFilter': True, 'D1Trend_MA': 250}",every_tick,35352.0,1.197,26.9204,359,-14594.0,0.9272,26.3736,335,False,False,False,OK,includes enabling the target-specific D1 filter
SCA_GBPJPY__D1Trend_MA__300,SCA_GBPJPY,SCA_EA,GBPJPY,configs/sca_gbpjpy_m15.yaml,D1Trend_MA,300,"{'UseD1TrendFilter': True, 'D1Trend_MA': 300}",every_tick,29966.0,1.1736,23.406,358,5668.0,1.0291,18.9589,337,True,False,False,OK,includes enabling the target-specific D1 filter
SCA_GOLD__ForceCloseHour__20,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,ForceCloseHour,20,{'ForceCloseHour': 20},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__ForceCloseHour__21,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,ForceCloseHour,21,{'ForceCloseHour': 21},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__ForceCloseHour__23,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,ForceCloseHour,23,{'ForceCloseHour': 23},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MinRange_ATRd__0p1,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MinRange_ATRd,0.1,{'MinRange_ATRd': 0.1},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MinRange_ATRd__0p2,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MinRange_ATRd,0.2,{'MinRange_ATRd': 0.2},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MinRange_ATRd__0p3,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MinRange_ATRd,0.3,{'MinRange_ATRd': 0.3},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MinRange_ATRd__0p5,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MinRange_ATRd,0.5,{'MinRange_ATRd': 0.5},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MinRange_ATRd__0p6,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MinRange_ATRd,0.6,{'MinRange_ATRd': 0.6},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MaxRange_ATRd__0p6,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MaxRange_ATRd,0.6,{'MaxRange_ATRd': 0.6},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MaxRange_ATRd__0p8,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MaxRange_ATRd,0.8,{'MaxRange_ATRd': 0.8},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MaxRange_ATRd__1p2,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MaxRange_ATRd,1.2,{'MaxRange_ATRd': 1.2},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__MaxRange_ATRd__1p5,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,MaxRange_ATRd,1.5,{'MaxRange_ATRd': 1.5},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__Break_Buffer_ATRd__0p01,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,Break_Buffer_ATRd,0.01,{'Break_Buffer_ATRd': 0.01},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__Break_Buffer_ATRd__0p025,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,Break_Buffer_ATRd,0.025,{'Break_Buffer_ATRd': 0.025},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__Break_Buffer_ATRd__0p075,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,Break_Buffer_ATRd,0.075,{'Break_Buffer_ATRd': 0.075},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__Break_Buffer_ATRd__0p1,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,Break_Buffer_ATRd,0.1,{'Break_Buffer_ATRd': 0.1},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RR_Ratio__1p0,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RR_Ratio,1.0,{'RR_Ratio': 1.0},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RR_Ratio__1p25,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RR_Ratio,1.25,{'RR_Ratio': 1.25},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RR_Ratio__1p75,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RR_Ratio,1.75,{'RR_Ratio': 1.75},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RR_Ratio__2p5,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RR_Ratio,2.5,{'RR_Ratio': 2.5},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RR_Ratio__3p0,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RR_Ratio,3.0,{'RR_Ratio': 3.0},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__D1Trend_MA__100,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,D1Trend_MA,100,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",every_tick,,,,,,,,,,,,UNVERIFIABLE,includes enabling the target-specific D1 filter
SCA_GOLD__D1Trend_MA__150,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,D1Trend_MA,150,"{'UseD1TrendFilter': True, 'D1Trend_MA': 150}",every_tick,,,,,,,,,,,,UNVERIFIABLE,includes enabling the target-specific D1 filter
SCA_GOLD__D1Trend_MA__250,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,D1Trend_MA,250,"{'UseD1TrendFilter': True, 'D1Trend_MA': 250}",every_tick,,,,,,,,,,,,UNVERIFIABLE,includes enabling the target-specific D1 filter
SCA_GOLD__D1Trend_MA__300,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,D1Trend_MA,300,"{'UseD1TrendFilter': True, 'D1Trend_MA': 300}",every_tick,,,,,,,,,,,,UNVERIFIABLE,includes enabling the target-specific D1 filter
CARRY_AUDJPY__TrendMA_Method__1,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,TrendMA_Method,1,{'TrendMA_Method': 1},open_prices,65996.0,2.154,27.09,9,1873.0,1.0466,30.052,10,True,False,False,OK,ENUM: EMA/SMMA/LWMA
CARRY_AUDJPY__TrendMA_Method__2,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,TrendMA_Method,2,{'TrendMA_Method': 2},open_prices,56669.0,1.8559,28.8216,8,13118.0,1.6422,18.4293,6,True,False,False,OK,ENUM: EMA/SMMA/LWMA
CARRY_AUDJPY__TrendMA_Method__3,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,TrendMA_Method,3,{'TrendMA_Method': 3},open_prices,138371.0,3.9236,24.36,8,29710.0,1.8657,27.086,9,True,False,False,OK,ENUM: EMA/SMMA/LWMA
CARRY_AUDJPY__RequirePositiveSwap__False,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,RequirePositiveSwap,False,{'RequirePositiveSwap': False},open_prices,105817.0,3.5057,28.536,7,33912.0,2.1952,23.8033,7,True,False,False,OK,
CARRY_AUDJPY__ExitMA_Period__10,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ExitMA_Period,10,{'ExitMA_Period': 10},open_prices,-30082.0,0.8066,58.1396,79,11624.0,1.1203,27.6301,53,False,False,False,OK,
CARRY_AUDJPY__ExitMA_Period__30,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ExitMA_Period,30,{'ExitMA_Period': 30},open_prices,13233.0,1.117,46.8904,43,39656.0,1.6531,23.637,28,True,False,False,OK,
CARRY_AUDJPY__ExitMA_Period__50,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ExitMA_Period,50,{'ExitMA_Period': 50},open_prices,60607.0,1.712,39.0856,30,42515.0,1.886,27.4003,19,True,False,False,OK,
CARRY_AUDJPY__ExitMA_Period__100,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ExitMA_Period,100,{'ExitMA_Period': 100},open_prices,101337.0,2.5867,19.651,25,24811.0,1.5034,26.007,14,True,False,False,OK,
CARRY_AUDJPY__ReentryCooldown__1,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ReentryCooldown,1,{'ReentryCooldown': 1},open_prices,105817.0,3.5057,28.536,7,33912.0,2.1952,23.8033,7,True,False,False,OK,
CARRY_AUDJPY__ReentryCooldown__3,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ReentryCooldown,3,{'ReentryCooldown': 3},open_prices,105817.0,3.5057,28.536,7,33912.0,2.1952,23.8033,7,True,False,False,OK,
CARRY_AUDJPY__ReentryCooldown__7,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ReentryCooldown,7,{'ReentryCooldown': 7},open_prices,105817.0,3.5057,28.536,7,33336.0,2.1515,24.2865,7,True,False,False,OK,
CARRY_AUDJPY__ReentryCooldown__10,CARRY_AUDJPY,Carry,AUDJPY,configs/carry_audjpy_d1.yaml,ReentryCooldown,10,{'ReentryCooldown': 10},open_prices,105817.0,3.5057,28.536,7,37325.0,2.4953,20.9401,7,True,False,True,OK,
PAIR_EURGBP__Lookback__50,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Lookback,50,{'Lookback': 50},open_prices,-3839.0,0.93,10.5556,136,16110.0,1.3552,6.1082,140,False,False,False,OK,
PAIR_EURGBP__Lookback__75,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Lookback,75,{'Lookback': 75},open_prices,3790.0,1.0627,7.716,128,19359.0,1.4641,7.1078,108,True,False,False,OK,
PAIR_EURGBP__Lookback__125,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Lookback,125,{'Lookback': 125},open_prices,4101.0,1.0603,9.1107,114,8530.0,1.3356,5.37,56,True,False,False,OK,
PAIR_EURGBP__Lookback__150,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Lookback,150,{'Lookback': 150},open_prices,8386.0,1.1179,11.3646,114,8960.0,1.5695,4.2583,48,True,False,False,OK,
PAIR_EURGBP__Lookback__250,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Lookback,250,{'Lookback': 250},open_prices,3947.0,1.0537,11.9224,92,1295.0,1.0849,7.0121,28,True,False,False,OK,
PAIR_EURGBP__Lookback__300,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Lookback,300,{'Lookback': 300},open_prices,6290.0,1.1184,9.6478,60,3569.0,1.2847,3.1159,26,True,False,False,OK,
PAIR_EURGBP__Lookback__400,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Lookback,400,{'Lookback': 400},open_prices,13931.0,1.3128,6.4422,54,-8941.0,0.6225,13.327,20,False,False,False,OK,
PAIR_EURGBP__Entry_Z__2p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Entry_Z,2.5,{'Entry_Z': 2.5},open_prices,5649.0,1.0275,15.6777,288,2645.0,1.0212,21.4056,212,True,False,False,OK,
PAIR_EURGBP__Entry_Z__3p0,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Entry_Z,3.0,{'Entry_Z': 3.0},open_prices,7748.0,1.055,15.7625,202,-4892.0,0.9355,13.023,136,False,False,False,OK,
PAIR_EURGBP__Entry_Z__3p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Entry_Z,3.5,{'Entry_Z': 3.5},open_prices,5852.0,1.0587,10.0418,140,10097.0,1.2455,5.697,90,True,False,False,OK,
PAIR_EURGBP__Entry_Z__4p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Entry_Z,4.5,{'Entry_Z': 4.5},open_prices,8994.0,1.3519,8.3441,50,1335.0,1.3118,2.6545,14,True,False,False,OK,
PAIR_EURGBP__Entry_Z__5p0,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Entry_Z,5.0,{'Entry_Z': 5.0},open_prices,1035.0,1.1303,4.2915,18,-1929.0,0.1216,2.1941,4,False,False,False,OK,
PAIR_EURGBP__Exit_Z__m2p0,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Exit_Z,-2.0,{'Exit_Z': -2.0},open_prices,14053.0,1.1875,9.7766,94,11858.0,1.5041,4.2154,38,True,False,False,OK,
PAIR_EURGBP__Exit_Z__m1p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Exit_Z,-1.5,{'Exit_Z': -1.5},open_prices,18119.0,1.262,9.2512,98,6612.0,1.2965,4.4672,38,True,False,False,OK,
PAIR_EURGBP__Exit_Z__m0p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Exit_Z,-0.5,{'Exit_Z': -0.5},open_prices,8428.0,1.1283,9.2567,104,9303.0,1.8505,2.5511,40,True,False,False,OK,
PAIR_EURGBP__Exit_Z__0p0,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Exit_Z,0.0,{'Exit_Z': 0.0},open_prices,5408.0,1.0921,11.359,104,6787.0,1.703,2.5631,40,True,False,False,OK,
PAIR_EURGBP__Exit_Z__0p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Exit_Z,0.5,{'Exit_Z': 0.5},open_prices,-2509.0,0.9535,11.7819,106,5566.0,1.4563,2.614,40,False,False,False,OK,
PAIR_EURGBP__Stop_Z__4p25,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Stop_Z,4.25,{'Stop_Z': 4.25},open_prices,8315.0,1.1273,7.8183,116,5820.0,1.3676,3.925,48,True,False,False,OK,
