id,family,base,symbol,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,verdict,note
F22_wick0_buf0.02_opp1_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0}",every_tick,3399.0,1.1036,9.3933,39,22537.0,2.2697,5.9257,41,PASS,
F22_wick0_buf0.02_opp1_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': False, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0.005}",every_tick,2574.0,1.0784,10.1269,38,20929.0,2.1696,6.9429,39,PASS,
F22_wick1_buf0_opp0_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0}",every_tick,39054.0,1.1081,24.6325,850,20015.0,1.0649,20.5019,801,PASS,
F22_wick1_buf0_opp0_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0.005}",every_tick,42217.0,1.1191,23.219,837,16916.0,1.0558,22.8405,788,PASS,
F22_wick1_buf0_opp1_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0}",every_tick,15056.0,1.354,11.0322,62,23652.0,1.6627,4.7998,69,PASS,
F22_wick1_buf0_opp1_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0.005}",every_tick,15512.0,1.3796,9.9923,60,23318.0,1.6509,4.4255,68,PASS,
F22_wick1_buf0.02_opp0_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0}",every_tick,25083.0,1.0759,26.1683,773,21692.0,1.0754,16.5132,734,PASS,
F22_wick1_buf0.02_opp0_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': False, 'Buf_DecayPerHour': 0.005}",every_tick,15640.0,1.0477,26.7509,760,17241.0,1.0603,15.8127,722,PASS,
F22_wick1_buf0.02_opp1_dec0,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0}",every_tick,13860.0,1.3816,8.6628,54,23456.0,1.6637,4.4708,67,PASS,
F22_wick1_buf0.02_opp1_dec0.005,22,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'BreakOnWick': True, 'Break_Buffer_ATRd': 0.02, 'RequireOppTouch': True, 'Buf_DecayPerHour': 0.005}",every_tick,13539.0,1.3858,8.6628,52,22452.0,1.6566,4.5436,65,PASS,
F24_ExitMA_Period-20_ReentryCooldown-0,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 20, 'ReentryCooldown': 0}",open_prices,62834.0,1.4205,26.9157,44,28661.0,1.365,20.0733,36,PASS,
F24_ExitMA_Period-20_ReentryCooldown-3,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 20, 'ReentryCooldown': 3}",open_prices,85722.0,1.618,26.1525,40,19694.0,1.2472,18.3638,32,PASS,
F24_ExitMA_Period-20_ReentryCooldown-5,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 20, 'ReentryCooldown': 5}",open_prices,52766.0,1.3796,27.1035,36,27624.0,1.3547,18.7798,29,PASS,
F24_ExitMA_Period-20_ReentryCooldown-10,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 20, 'ReentryCooldown': 10}",open_prices,48270.0,1.4197,26.6236,33,23578.0,1.333,26.9188,25,PASS,
F24_ExitMA_Period-40_ReentryCooldown-0,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 40, 'ReentryCooldown': 0}",open_prices,56341.0,1.7544,37.8935,37,29110.0,1.4434,31.8544,21,PASS,
F24_ExitMA_Period-40_ReentryCooldown-3,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 40, 'ReentryCooldown': 3}",open_prices,55170.0,1.7241,36.1635,34,18945.0,1.2781,33.5457,20,PASS,
F24_ExitMA_Period-40_ReentryCooldown-5,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 40, 'ReentryCooldown': 5}",open_prices,81086.0,2.214,25.26,29,16319.0,1.2332,33.1745,20,PASS,
F24_ExitMA_Period-40_ReentryCooldown-10,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 40, 'ReentryCooldown': 10}",open_prices,28105.0,1.3836,39.5228,27,47943.0,2.0234,24.1744,16,PASS,
F24_ExitMA_Period-60_ReentryCooldown-0,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 60, 'ReentryCooldown': 0}",open_prices,26569.0,1.3295,35.214,31,60684.0,2.2495,27.4669,12,PASS,
F24_ExitMA_Period-60_ReentryCooldown-3,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 60, 'ReentryCooldown': 3}",open_prices,24853.0,1.2995,37.7852,28,53099.0,2.0142,30.7857,12,PASS,
F24_ExitMA_Period-60_ReentryCooldown-5,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 60, 'ReentryCooldown': 5}",open_prices,52338.0,1.7278,26.8778,25,52593.0,1.986,31.4402,12,PASS,
F24_ExitMA_Period-60_ReentryCooldown-10,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 60, 'ReentryCooldown': 10}",open_prices,35077.0,1.5294,28.6505,21,51857.0,2.005,29.4801,11,PASS,
F24_ExitMA_Period-80_ReentryCooldown-0,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 80, 'ReentryCooldown': 0}",open_prices,64132.0,1.8405,24.2313,30,50930.0,2.033,26.1841,12,PASS,
F24_ExitMA_Period-80_ReentryCooldown-3,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 80, 'ReentryCooldown': 3}",open_prices,80960.0,2.0571,20.5182,25,45630.0,1.8981,26.1841,12,PASS,
F24_ExitMA_Period-80_ReentryCooldown-5,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 80, 'ReentryCooldown': 5}",open_prices,91713.0,2.2637,18.7024,22,48599.0,2.0058,26.1841,11,PASS,
F24_ExitMA_Period-80_ReentryCooldown-10,24,configs/carry_audjpy_d1.yaml,AUDJPY,"{'ExitMA_Period': 80, 'ReentryCooldown': 10}",open_prices,58203.0,1.8338,28.5644,19,49382.0,2.096,24.6967,10,PASS,
F29_entry180_exit30_cd3,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 180, 'ExitMA_Period': 30, 'ReentryCooldown': 3}",open_prices,2264.0,1.1875,3.7659,39,3833.0,4.0911,0.5404,22,PASS,
F29_entry180_exit40_cd5,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 180, 'ExitMA_Period': 40, 'ReentryCooldown': 5}",open_prices,3980.0,1.4419,3.2089,29,3559.0,4.9899,0.6318,20,PASS,
F29_entry180_exit50_cd7,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 180, 'ExitMA_Period': 50, 'ReentryCooldown': 7}",open_prices,4233.0,1.6303,2.4637,20,2608.0,2.9191,1.0559,17,PASS,
F29_entry180_exit60_cd10,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 180, 'ExitMA_Period': 60, 'ReentryCooldown': 10}",open_prices,1744.0,1.2529,2.8694,19,2125.0,2.1773,1.2678,17,PASS,
F29_entry200_exit30_cd3,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 200, 'ExitMA_Period': 30, 'ReentryCooldown': 3}",open_prices,2962.0,1.2714,3.3471,37,3666.0,3.9805,0.5413,23,PASS,
F29_entry200_exit40_cd5,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 200, 'ExitMA_Period': 40, 'ReentryCooldown': 5}",open_prices,4128.0,1.4919,3.8446,28,3410.0,4.6471,0.6672,22,PASS,
F29_entry200_exit50_cd7,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 200, 'ExitMA_Period': 50, 'ReentryCooldown': 7}",open_prices,4381.0,1.7176,3.1043,19,2219.0,2.3605,1.3274,20,PASS,
F29_entry200_exit60_cd10,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 200, 'ExitMA_Period': 60, 'ReentryCooldown': 10}",open_prices,1886.0,1.3,3.5243,18,1805.0,1.8989,1.471,19,PASS,
F29_entry220_exit30_cd3,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 220, 'ExitMA_Period': 30, 'ReentryCooldown': 3}",open_prices,1964.0,1.1735,3.4814,37,3364.0,3.4735,0.5429,23,PASS,
F29_entry220_exit40_cd5,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 220, 'ExitMA_Period': 40, 'ReentryCooldown': 5}",open_prices,5050.0,1.676,3.3762,27,2997.0,3.4189,0.7165,23,PASS,
F29_entry220_exit50_cd7,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 220, 'ExitMA_Period': 50, 'ReentryCooldown': 7}",open_prices,6012.0,2.1635,2.6347,18,1850.0,1.9768,1.3274,20,PASS,
F29_entry220_exit60_cd10,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 220, 'ExitMA_Period': 60, 'ReentryCooldown': 10}",open_prices,3595.0,1.672,3.0446,17,1430.0,1.608,1.4775,20,PASS,
F29_entry240_exit30_cd3,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 240, 'ExitMA_Period': 30, 'ReentryCooldown': 3}",open_prices,410.0,1.0319,3.891,39,3540.0,4.0102,0.5419,21,PASS,
F29_entry240_exit40_cd5,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 240, 'ExitMA_Period': 40, 'ReentryCooldown': 5}",open_prices,3727.0,1.4253,3.3958,29,3198.0,4.1049,0.7713,21,PASS,
F29_entry240_exit50_cd7,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 240, 'ExitMA_Period': 50, 'ReentryCooldown': 7}",open_prices,5679.0,2.0388,2.6356,19,2026.0,2.182,1.38,20,PASS,
F29_entry240_exit60_cd10,29,configs/eth_ea_d1.yaml,ETHUSD,"{'TrendMA_Period': 240, 'ExitMA_Period': 60, 'ReentryCooldown': 10}",open_prices,3564.0,1.6662,3.0455,17,1563.0,1.7066,1.5716,19,PASS,
F19_Break_Buffer_ATRd-0.02_RangeMode-2,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.02, 'RangeMode': 2}",every_tick,21413.0,1.0846,27.7018,568,23819.0,1.1281,14.6305,486,PASS,
F19_Break_Buffer_ATRd-0.02_RangeMode-3,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.02, 'RangeMode': 3}",every_tick,10886.0,1.0443,19.8744,521,1496.0,1.0097,20.8651,393,PASS,
F19_Break_Buffer_ATRd-0.04_RangeMode-0,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.04, 'RangeMode': 0}",every_tick,21365.0,1.0866,22.3825,585,7.0,1.0,19.7016,542,PASS,
F19_Break_Buffer_ATRd-0.04_RangeMode-1,19,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Break_Buffer_ATRd': 0.04, 'RangeMode': 1}",every_tick,23759.0,1.1041,18.755,529,13710.0,1.0767,21.465,465,PASS,
