id,family,overview,rationale,test_method,variation,implementation_class,status,parameter_json,unverified_reason
OAFX0707,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=1; OafxOverlapLimit=4; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 1, ""OafxOverlapSide"": 0}",
OAFX0708,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=1; OafxOverlapLimit=4; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 1, ""OafxOverlapSide"": 1}",
OAFX0709,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=1; OafxOverlapLimit=5; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 1, ""OafxOverlapSide"": 0}",
OAFX0710,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=1; OafxOverlapLimit=5; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 1, ""OafxOverlapSide"": 1}",
OAFX0711,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=1; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 0}",
OAFX0712,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=1; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 1}",
OAFX0713,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=2; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 0}",
OAFX0714,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=2; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 1}",
OAFX0715,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=3; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 0}",
OAFX0716,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=3; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 1}",
OAFX0717,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=4; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 0}",
OAFX0718,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=4; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 1}",
OAFX0719,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=5; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 0}",
OAFX0720,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=2; OafxOverlapLimit=5; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 2, ""OafxOverlapSide"": 1}",
OAFX0721,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=1; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 0}",
OAFX0722,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=1; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 1}",
OAFX0723,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=2; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 0}",
OAFX0724,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=2; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 1}",
OAFX0725,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=3; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 0}",
OAFX0726,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=3; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 1}",
OAFX0727,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=4; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 0}",
OAFX0728,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=4; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 1}",
OAFX0729,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=5; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 0}",
OAFX0730,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=4; OafxOverlapLimit=5; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 4, ""OafxOverlapSide"": 1}",
OAFX0731,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=1; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 0}",
OAFX0732,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=1; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 1}",
OAFX0733,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=2; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 0}",
OAFX0734,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=2; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 1}",
OAFX0735,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=3; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 0}",
OAFX0736,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=3; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 1}",
OAFX0737,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=4; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 0}",
OAFX0738,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=4; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 1}",
OAFX0739,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=5; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 0}",
OAFX0740,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=8; OafxOverlapLimit=5; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 8, ""OafxOverlapSide"": 1}",
OAFX0741,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=1; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 0}",
OAFX0742,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=1; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 1}",
OAFX0743,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=2; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 0}",
OAFX0744,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=2; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 1}",
OAFX0745,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=3; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 0}",
OAFX0746,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=3; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 1}",
OAFX0747,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=4; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 0}",
OAFX0748,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=4; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 1}",
OAFX0749,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=5; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 0}",
OAFX0750,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=3; OafxOverlapLimit=5; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 3, ""OafxOverlapSide"": 1}",
OAFX0751,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=1; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 0}",
OAFX0752,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=1; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 1}",
OAFX0753,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=2; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 0}",
OAFX0754,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=2; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 1}",
OAFX0755,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=3; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 0}",
OAFX0756,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=3; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 1}",
OAFX0757,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=4; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 0}",
OAFX0758,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=4; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 4, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 1}",
OAFX0759,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=5; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 0}",
OAFX0760,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=5; OafxOverlapLimit=5; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 5, ""OafxOverlapMask"": 5, ""OafxOverlapSide"": 1}",
OAFX0761,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=9; OafxOverlapLimit=1; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 9, ""OafxOverlapSide"": 0}",
OAFX0762,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=9; OafxOverlapLimit=1; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 1, ""OafxOverlapMask"": 9, ""OafxOverlapSide"": 1}",
OAFX0763,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=9; OafxOverlapLimit=2; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 9, ""OafxOverlapSide"": 0}",
OAFX0764,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=9; OafxOverlapLimit=2; OafxOverlapSide=1,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 2, ""OafxOverlapMask"": 9, ""OafxOverlapSide"": 1}",
OAFX0765,sca_gj_overlap_gate,SCA GBPJPY新規時に実保有中のDD重複相手を制限,FULL損失の83.36%が他枠保有と重なり、上位ペアも同枠中心,対象magicの現在建玉数を発注直前に数え、閾値以上ならEAで見送る,OafxOverlapMask=9; OafxOverlapLimit=3; OafxOverlapSide=0,2軽微なコード変更,UNTESTED,"{""OafxLabMode"": 8, ""OafxOverlapLimit"": 3, ""OafxOverlapMask"": 9, ""OafxOverlapSide"": 0}",
