proposal_id,family,family_name,class,overview,rationale,test_method,variation
F19-18,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.5}"
F19-19,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.5}"
F19-20,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.5}"
F19-21,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.5}"
F19-22,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.5}"
F19-23,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.5}"
F19-24,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.5}"
F19-25,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.75}"
F19-26,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.75}"
F19-27,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.75}"
F19-28,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.75}"
F19-29,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.75}"
F19-30,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.75}"
F19-31,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.75}"
F19-32,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.75}"
F19-33,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.9}"
F19-34,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.9}"
F19-35,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.9}"
F19-36,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.9}"
F19-37,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.9}"
F19-38,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.9}"
F19-39,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.9}"
F19-40,F19,loss concentration cap,B,直近損失寄与が集中した群を縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.9}"
F20-01,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.0}"
F20-02,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.0}"
F20-03,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.0}"
F20-04,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.0}"
F20-05,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.0}"
F20-06,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.0}"
F20-07,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.0}"
F20-08,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.0}"
F20-09,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.25}"
F20-10,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.25}"
F20-11,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.25}"
F20-12,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.25}"
F20-13,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.25}"
F20-14,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.25}"
F20-15,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.25}"
F20-16,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.25}"
F20-17,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.5}"
F20-18,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.5}"
F20-19,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.5}"
F20-20,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.5}"
F20-21,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.5}"
F20-22,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.5}"
F20-23,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.5}"
F20-24,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.5}"
F20-25,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.75}"
F20-26,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.75}"
F20-27,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.75}"
F20-28,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.75}"
F20-29,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.75}"
F20-30,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.75}"
F20-31,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.75}"
F20-32,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.75}"
F20-33,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.9}"
F20-34,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.9}"
F20-35,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.9}"
F20-36,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.9}"
F20-37,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.9}"
F20-38,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.9}"
F20-39,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.9}"
F20-40,F20,realized-vol throttle,B,確定deal絶対損益の上昇を実現vol代理にして縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.9}"
F21-01,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.0}"
F21-02,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.0}"
F21-03,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.0}"
F21-04,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.0}"
F21-05,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.0}"
F21-06,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.0}"
F21-07,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.0}"
F21-08,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.0}"
F21-09,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.25}"
F21-10,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.25}"
F21-11,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.25}"
F21-12,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.25}"
F21-13,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.25}"
F21-14,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.25}"
F21-15,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.25}"
F21-16,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.25}"
F21-17,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.5}"
F21-18,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.5}"
F21-19,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.5}"
F21-20,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.5}"
F21-21,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.5}"
F21-22,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.5}"
F21-23,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.5}"
F21-24,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.5}"
F21-25,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.75}"
F21-26,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.75}"
F21-27,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.75}"
F21-28,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.75}"
F21-29,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.75}"
F21-30,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.75}"
F21-31,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.75}"
F21-32,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.75}"
F21-33,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.9}"
F21-34,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.9}"
F21-35,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.9}"
F21-36,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.9}"
F21-37,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.9}"
F21-38,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.9}"
F21-39,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.9}"
F21-40,F21,recovery confirmation,B,DD中は直近損益が回復するまで縮小を維持,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.9}"
F22-01,F22,cooldown by elapsed days,B,大幅損失後の一定日数だけ縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.0}"
F22-02,F22,cooldown by elapsed days,B,大幅損失後の一定日数だけ縮小,現行deal列の弱点または未観測の執行情報を対象化,entry時点までの確定dealのみでlot倍率を決定しIS/OOS/全期間を再生,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.0}"
